ranker,season,player,pos,age,age_group,team,g,gs,mp_per_g,fp_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_tov_ratio,efficiency
11,1998-1999,Greg Anthony,PG,31,31-34,POR,50,0,16.1,2.1,5.0,0.414,1.0,2.5,0.392,1.1,2.5,0.437,0.512,1.2,1.8,0.697,0.3,1.0,1.3,2.0,1.3,0.1,1.1,1.5,6.4,1.82,5.0
12,1998-1999,B.J. Armstrong,PG,31,31-34,TOT,32,1,11.2,1.3,2.8,0.455,0.2,0.5,0.467,1.0,2.3,0.452,0.494,0.6,0.7,0.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3,2.37,3.4
12,1998-1999,B.J. Armstrong,PG,31,31-34,CHH,10,1,17.8,2.1,4.3,0.488,0.6,0.8,0.75,1.5,3.5,0.429,0.558,0.9,1.0,0.9,0.1,1.5,1.6,2.7,0.3,0.0,1.0,1.6,5.7,2.7,5.4
12,1998-1999,B.J. Armstrong,PG,31,31-34,ORL,22,0,8.2,0.9,2.0,0.422,0.0,0.3,0.143,0.8,1.7,0.474,0.433,0.4,0.5,0.818,0.0,1.0,1.0,1.5,0.4,0.0,0.7,0.7,2.2,2.14,2.5
13,1998-1999,Darrell Armstrong,PG,30,27-30,ORL,50,15,30.0,4.6,10.4,0.441,1.4,3.8,0.365,3.2,6.7,0.483,0.507,3.2,3.6,0.904,1.1,2.5,3.6,6.7,2.2,0.1,3.2,1.8,13.8,2.09,15.2
14,1998-1999,Keith Askins,SF,31,31-34,MIA,33,13,12.6,0.6,1.9,0.323,0.2,0.9,0.276,0.4,1.0,0.364,0.387,0.2,0.2,0.625,0.3,1.0,1.3,0.3,0.5,0.1,0.4,1.8,1.6,0.75,0.3
15,1998-1999,Stacey Augmon,SF,30,27-30,POR,48,21,18.2,1.6,3.6,0.448,0.0,0.0,0.0,1.6,3.6,0.453,0.448,1.1,1.6,0.684,1.0,1.6,2.6,1.2,1.2,0.4,0.6,1.7,4.3,2.0,4.9
16,1998-1999,Isaac Austin,C,29,27-30,ORL,49,49,25.7,3.8,9.2,0.408,0.0,0.1,0.286,3.7,9.1,0.41,0.411,2.1,3.2,0.669,1.7,3.1,4.8,1.8,1.0,0.7,2.3,2.6,9.7,0.78,6.6
17,1998-1999,Anthony Avent,PF,29,27-30,UTA,5,0,8.8,0.8,2.6,0.308,0.0,0.0,0.0,0.8,2.6,0.308,0.308,0.2,0.4,0.5,1.6,0.8,2.4,0.2,0.4,0.0,1.4,1.2,1.8,0.14,0.2
18,1998-1999,Thurl Bailey,PF,37,35-38,UTA,43,0,12.6,1.8,4.1,0.446,0.0,0.0,0.0,1.8,4.0,0.451,0.446,0.6,0.8,0.735,0.8,1.3,2.2,0.6,0.2,0.7,0.6,1.8,4.2,1.0,3.0
19,1998-1999,Toby Bailey,SG,23,23-26,PHO,27,10,9.2,1.3,3.2,0.395,0.0,0.2,0.2,1.2,3.0,0.407,0.401,0.3,0.5,0.692,0.9,1.1,2.0,0.5,0.3,0.1,0.4,0.9,2.9,1.25,2.4
20,1998-1999,Mark Baker,PG,29,27-30,TOR,1,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0
21,1998-1999,Vin Baker,PF,27,27-30,SEA,34,31,34.2,5.8,12.9,0.453,0.0,0.1,0.0,5.8,12.8,0.456,0.453,2.1,4.7,0.45,2.5,3.7,6.2,1.6,0.9,1.0,2.2,3.6,13.8,0.73,8.0
22,1998-1999,Charles Barkley,PF,35,35-38,HOU,42,40,36.3,5.7,12.0,0.478,0.1,0.6,0.16,5.6,11.4,0.495,0.482,4.6,6.4,0.719,4.0,8.3,12.3,4.6,1.0,0.3,2.4,2.1,16.1,1.92,21.7
23,1998-1999,Dana Barros,PG,31,31-34,BOS,50,16,23.1,3.4,7.4,0.453,1.3,3.2,0.4,2.1,4.2,0.493,0.539,1.3,1.5,0.877,0.3,1.8,2.1,4.2,1.0,0.1,1.8,1.3,9.3,2.33,9.4
24,1998-1999,Brent Barry,SG,27,27-30,CHI,37,30,31.9,3.8,9.6,0.396,1.4,4.6,0.302,2.4,5.0,0.484,0.469,2.1,2.7,0.772,1.1,2.8,3.9,3.1,1.1,0.3,1.9,2.6,11.1,1.63,8.6
25,1998-1999,Drew Barry,SG,25,23-26,SEA,17,0,10.8,0.6,1.9,0.313,0.5,1.4,0.333,0.1,0.5,0.25,0.438,0.5,0.8,0.692,0.2,1.0,1.2,1.7,0.4,0.1,0.7,1.4,2.2,2.43,1.9
26,1998-1999,Jon Barry,SG,29,27-30,SAC,43,0,17.1,1.4,3.2,0.428,0.6,1.8,0.304,0.8,1.4,0.593,0.514,1.7,2.0,0.845,0.6,1.7,2.2,2.6,1.2,0.1,1.1,1.4,5.0,2.36,6.5
27,1998-1999,Tony Battie,C,22,18-22,BOS,50,15,22.4,2.9,5.7,0.519,0.0,0.1,0.0,2.9,5.6,0.525,0.519,0.8,1.2,0.672,1.9,4.1,6.0,1.1,0.6,1.4,0.9,3.2,6.7,1.22,8.5
28,1998-1999,Corey Beck,PG,27,27-30,TOT,24,0,7.5,0.8,1.6,0.462,0.0,0.0,1.0,0.7,1.6,0.447,0.474,0.3,0.6,0.533,0.3,0.9,1.2,0.8,0.4,0.1,0.5,1.1,1.9,1.6,1.7
28,1998-1999,Corey Beck,PG,27,27-30,DET,8,0,3.8,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.3,0.3,1.0,0.4,0.3,0.6,0.0,0.3,0.0,0.3,0.6,1.3,0.0,0.8
28,1998-1999,Corey Beck,PG,27,27-30,CHH,16,0,9.4,0.9,1.9,0.452,0.1,0.1,1.0,0.8,1.9,0.433,0.468,0.4,0.8,0.462,0.2,1.3,1.4,1.3,0.4,0.1,0.7,1.3,2.2,1.86,2.0
29,1998-1999,Benoit Benjamin,C,34,31-34,PHI,6,0,5.5,0.3,1.2,0.286,0.0,0.0,0.0,0.3,1.2,0.286,0.286,0.0,0.0,0.0,0.5,0.8,1.3,0.2,0.0,0.0,0.5,1.0,0.7,0.4,-0.2
30,1998-1999,Corey Benjamin,PG,20,18-22,CHI,31,1,10.3,1.4,3.8,0.376,0.1,0.5,0.214,1.3,3.3,0.398,0.389,0.9,1.3,0.675,0.5,0.8,1.3,0.3,0.4,0.3,0.7,1.5,3.8,0.43,1.1
31,1998-1999,Mario Bennett,PF,25,23-26,CHI,3,0,6.3,0.7,2.0,0.333,0.0,0.0,0.0,0.7,2.0,0.333,0.333,1.0,1.3,0.75,0.7,1.0,1.7,0.0,0.3,0.0,0.3,1.3,2.3,0.0,1.1
32,1998-1999,Travis Best,PG,26,23-26,IND,49,0,21.3,2.6,6.2,0.416,0.4,1.2,0.373,2.1,5.0,0.427,0.452,1.4,1.7,0.843,0.4,1.2,1.6,3.4,0.9,0.1,1.3,2.3,7.1,2.62,5.6
33,1998-1999,Mike Bibby,PG,20,18-22,VAN,50,50,35.2,5.2,12.1,0.43,0.3,1.5,0.203,4.9,10.6,0.461,0.442,2.5,3.4,0.751,0.6,2.1,2.7,6.5,1.6,0.1,2.9,2.4,13.2,2.24,11.0
34,1998-1999,Chauncey Billups,SG,22,18-22,DEN,45,41,33.1,4.2,11.0,0.386,1.9,5.2,0.362,2.4,5.8,0.408,0.472,3.5,3.8,0.913,0.5,1.6,2.1,3.8,1.3,0.3,2.2,2.6,13.9,1.73,9.5
35,1998-1999,Mookie Blaylock,PG,31,31-34,ATL,48,48,36.7,5.1,13.6,0.379,1.6,5.2,0.307,3.5,8.3,0.425,0.439,1.4,1.9,0.758,0.9,3.7,4.7,5.8,2.1,0.2,2.4,1.3,13.3,2.42,13.4
36,1998-1999,Corie Blount,PF,30,27-30,TOT,34,3,15.6,1.1,2.9,0.36,0.0,0.0,0.0,1.1,2.9,0.364,0.36,0.8,1.6,0.519,1.7,2.7,4.4,0.4,0.6,0.5,0.6,2.2,2.9,0.67,3.4
36,1998-1999,Corie Blount,PF,30,27-30,LAL,14,3,11.6,0.9,2.4,0.394,0.0,0.1,0.0,0.9,2.3,0.406,0.394,0.4,0.9,0.5,1.7,1.6,3.3,0.1,0.1,0.3,0.4,1.9,2.3,0.25,1.8
36,1998-1999,Corie Blount,PF,30,27-30,CLE,20,0,18.4,1.2,3.4,0.343,0.0,0.0,0.0,1.2,3.4,0.343,0.343,1.1,2.1,0.524,1.7,3.6,5.3,0.5,0.9,0.6,0.8,2.4,3.4,0.62,4.3
37,1998-1999,Muggsy Bogues,PG,34,31-34,GSW,36,5,19.8,2.1,4.3,0.494,0.0,0.2,0.0,2.1,4.1,0.514,0.494,0.9,1.0,0.861,0.4,1.6,2.0,3.7,1.2,0.0,1.3,1.2,5.1,2.85,7.2
38,1998-1999,Etdrick Bohannon,SF,25,23-26,WAS,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
39,1998-1999,Keith Booth,SF,24,23-26,CHI,39,4,11.1,1.3,3.9,0.325,0.0,0.3,0.1,1.2,3.6,0.34,0.328,0.5,1.1,0.5,0.6,1.7,2.4,1.0,0.6,0.3,1.0,1.5,3.1,1.0,1.7
40,1998-1999,Bruce Bowen,SF,27,27-30,BOS,30,1,16.5,0.9,3.1,0.28,0.2,0.9,0.269,0.6,2.2,0.284,0.317,0.4,0.8,0.458,0.5,1.2,1.7,0.9,0.7,0.3,0.4,1.7,2.3,2.25,1.2
41,1998-1999,Earl Boykins,PG,22,18-22,TOT,22,0,10.0,1.4,3.6,0.38,0.1,0.8,0.167,1.2,2.8,0.443,0.399,0.1,0.1,0.667,0.3,0.5,0.8,1.5,0.3,0.0,0.9,0.9,3.0,1.67,1.6
41,1998-1999,Earl Boykins,PG,22,18-22,NJN,5,0,10.2,2.0,4.2,0.476,0.2,1.0,0.2,1.8,3.2,0.563,0.5,0.0,0.0,0.0,0.2,0.6,0.8,1.2,0.2,0.0,1.4,0.6,4.2,0.86,2.2
41,1998-1999,Earl Boykins,PG,22,18-22,CLE,17,0,10.0,1.2,3.4,0.345,0.1,0.8,0.154,1.1,2.6,0.4,0.362,0.1,0.2,0.667,0.4,0.4,0.8,1.6,0.3,0.0,0.8,1.0,2.6,2.0,1.2
42,1998-1999,Shawn Bradley,C,26,23-26,DAL,49,33,26.4,3.4,7.1,0.48,0.0,0.1,0.0,3.4,7.0,0.485,0.48,1.8,2.3,0.748,2.7,5.3,8.0,0.8,0.7,3.2,1.1,3.1,8.6,0.73,12.9
43,1998-1999,Terrell Brandon,PG,28,27-30,TOT,36,34,33.8,5.9,14.1,0.418,0.3,1.3,0.255,5.6,12.8,0.435,0.43,1.8,2.2,0.833,0.8,3.0,3.7,8.6,1.8,0.3,2.1,2.3,13.9,4.1,15.3
43,1998-1999,Terrell Brandon,PG,28,27-30,MIL,15,14,33.7,5.7,13.9,0.409,0.5,1.9,0.25,5.2,12.0,0.433,0.425,1.7,2.1,0.839,0.7,2.8,3.5,6.9,1.6,0.2,2.4,1.7,13.5,2.88,13.0
43,1998-1999,Terrell Brandon,PG,28,27-30,MIN,21,20,33.9,6.0,14.2,0.425,0.2,0.9,0.263,5.8,13.3,0.436,0.433,1.9,2.2,0.83,0.8,3.1,3.9,9.8,1.9,0.3,1.8,2.7,14.2,5.44,17.1
44,1998-1999,Chucky Brown,PF,30,27-30,CHH,48,21,24.8,3.7,7.8,0.472,0.3,0.8,0.375,3.4,6.9,0.483,0.492,0.8,1.2,0.678,0.8,2.9,3.6,1.2,0.3,0.4,0.8,2.2,8.5,1.5,6.5
45,1998-1999,Dee Brown,PG,30,27-30,TOR,49,0,28.1,3.8,10.1,0.378,2.8,7.1,0.387,1.1,3.0,0.356,0.514,0.8,1.1,0.727,0.3,1.8,2.1,2.9,1.1,0.2,1.6,1.5,11.2,1.81,7.8
46,1998-1999,Gerald Brown,SG,23,23-26,PHO,33,0,7.2,1.0,2.7,0.371,0.1,0.3,0.3,0.9,2.4,0.38,0.388,0.3,0.4,0.786,0.2,0.5,0.7,0.9,0.2,0.0,0.7,0.6,2.4,1.29,1.1
47,1998-1999,P.J. Brown,PF,29,27-30,MIA,50,50,32.2,4.6,9.5,0.48,0.0,0.0,0.0,4.6,9.5,0.48,0.48,2.3,2.9,0.774,2.3,4.6,6.9,1.3,0.9,1.0,1.4,3.3,11.4,0.93,11.3
48,1998-1999,Randy Brown,PG,30,27-30,CHI,39,32,29.2,3.4,8.2,0.414,0.0,0.3,0.0,3.4,7.9,0.427,0.414,2.0,2.6,0.757,0.7,2.7,3.4,3.8,1.7,0.2,2.1,2.4,8.8,1.81,8.0
49,1998-1999,Rick Brunson,PG,26,23-26,NYK,17,0,5.6,0.4,1.2,0.286,0.0,0.3,0.0,0.4,0.9,0.375,0.286,0.3,1.1,0.278,0.2,0.4,0.6,1.1,0.5,0.0,0.7,0.5,1.0,1.57,0.4
50,1998-1999,Kobe Bryant,SG,20,18-22,LAL,50,50,37.9,7.2,15.6,0.465,0.5,2.0,0.267,6.7,13.6,0.494,0.482,4.9,5.8,0.839,1.1,4.2,5.3,3.8,1.4,1.0,3.1,3.1,19.9,1.23,15.9
51,1998-1999,Mark Bryant,PF,33,31-34,CHI,45,29,26.8,3.7,7.7,0.483,0.0,0.0,0.0,3.7,7.7,0.484,0.483,1.6,2.4,0.645,2.0,3.1,5.2,1.1,0.8,0.4,1.5,3.3,9.0,0.73,6.9
52,1998-1999,Jud Buechler,SF,30,27-30,DET,50,0,21.1,2.0,4.8,0.417,1.2,3.0,0.412,0.8,1.8,0.424,0.544,0.3,0.4,0.722,0.6,2.1,2.7,1.1,0.7,0.3,0.4,1.7,5.5,2.75,5.3
53,1998-1999,Matt Bullard,PF,31,31-34,HOU,41,0,10.1,1.0,2.8,0.377,0.6,1.5,0.387,0.5,1.3,0.365,0.482,0.2,0.2,0.7,0.2,0.8,1.0,0.4,0.3,0.1,0.3,0.7,2.9,1.33,1.9
54,1998-1999,Scott Burrell,SF,28,27-30,NJN,32,10,22.1,2.3,6.5,0.361,0.9,2.3,0.389,1.5,4.3,0.346,0.428,1.1,1.3,0.81,1.0,2.7,3.7,1.4,1.3,0.3,0.7,2.6,6.6,2.0,5.6
55,1998-1999,Willie Burton,SF,30,27-30,CHH,3,0,6.0,0.3,2.3,0.143,0.0,0.3,0.0,0.3,2.0,0.167,0.143,0.7,1.3,0.5,1.3,0.7,2.0,0.0,0.0,0.0,0.3,0.7,1.3,0.0,-0.3
56,1998-1999,Mitchell Butler,SG,28,27-30,CLE,31,1,13.5,2.2,4.5,0.482,0.4,0.9,0.379,1.8,3.5,0.509,0.522,0.7,1.0,0.719,0.4,1.0,1.4,0.7,0.5,0.1,0.9,1.3,5.4,0.78,3.3
57,1998-1999,Jason Caffey,PF,25,23-26,GSW,35,32,25.0,3.5,7.9,0.444,0.0,0.0,0.0,3.5,7.9,0.446,0.444,1.8,2.8,0.633,2.3,3.6,5.9,0.5,0.7,0.3,2.1,3.2,8.8,0.24,5.5
58,1998-1999,Marcus Camby,C,24,23-26,NYK,46,0,20.5,3.0,5.7,0.521,0.0,0.0,0.0,3.0,5.7,0.521,0.521,1.2,2.2,0.553,2.2,3.3,5.5,0.3,0.6,1.6,0.8,2.8,7.2,0.37,7.9
59,1998-1999,Elden Campbell,C,30,27-30,TOT,49,33,29.8,4.5,9.5,0.477,0.0,0.0,0.0,4.5,9.5,0.478,0.477,3.5,5.5,0.639,2.6,5.5,8.1,1.4,0.8,1.5,1.6,3.2,12.6,0.87,12.6
59,1998-1999,Elden Campbell,C,30,27-30,LAL,17,1,19.1,2.6,5.9,0.436,0.0,0.0,0.0,2.6,5.9,0.436,0.436,2.2,3.6,0.613,2.2,3.4,5.6,0.5,0.1,0.9,1.3,3.0,7.4,0.38,5.5
59,1998-1999,Elden Campbell,C,30,27-30,CHH,32,32,35.4,5.6,11.4,0.489,0.0,0.0,0.0,5.6,11.3,0.49,0.489,4.2,6.5,0.647,2.8,6.7,9.4,1.9,1.2,1.8,1.8,3.4,15.3,1.06,16.3
60,1998-1999,Antoine Carr,PF,37,35-38,HOU,18,0,8.4,1.2,2.9,0.404,0.0,0.1,0.0,1.2,2.8,0.412,0.404,0.3,0.4,0.714,0.5,1.2,1.7,0.5,0.1,0.6,0.5,1.7,2.6,1.0,1.5
61,1998-1999,Chris Carr,SG,24,23-26,TOT,39,4,11.4,1.9,5.3,0.371,0.7,1.9,0.373,1.2,3.3,0.369,0.439,0.7,1.0,0.675,0.6,1.2,1.8,0.6,0.2,0.1,0.7,1.2,5.3,0.86,2.4
61,1998-1999,Chris Carr,SG,24,23-26,MIN,11,2,7.4,0.8,2.4,0.346,0.3,0.8,0.333,0.5,1.5,0.353,0.404,0.2,0.4,0.5,0.0,1.1,1.1,0.6,0.1,0.1,0.4,0.8,2.1,1.5,1.0
61,1998-1999,Chris Carr,SG,24,23-26,NJN,28,2,13.0,2.4,6.4,0.374,0.9,2.4,0.379,1.5,4.0,0.372,0.444,0.9,1.3,0.694,0.8,1.3,2.1,0.6,0.3,0.0,0.9,1.3,6.6,0.67,3.0
62,1998-1999,Cory Carr,SG,23,23-26,CHI,42,7,14.9,1.7,5.1,0.329,0.1,0.7,0.167,1.6,4.4,0.355,0.34,0.6,0.8,0.75,0.2,1.0,1.2,1.6,0.5,0.2,1.1,1.6,4.1,1.45,1.3
63,1998-1999,Vince Carter,SF,22,18-22,TOR,50,49,35.2,6.9,15.3,0.45,0.4,1.3,0.288,6.5,14.0,0.466,0.463,4.1,5.4,0.761,1.9,3.8,5.7,3.0,1.1,1.5,2.2,2.8,18.3,1.36,14.9
64,1998-1999,Sam Cassell,PG,29,27-30,TOT,8,3,24.9,4.9,11.6,0.419,0.3,1.3,0.2,4.6,10.4,0.446,0.43,5.9,6.3,0.94,0.6,1.3,1.9,4.5,1.1,0.0,2.5,2.8,15.9,1.8,11.0
64,1998-1999,Sam Cassell,PG,29,27-30,NJN,4,3,25.0,5.3,12.3,0.429,0.3,1.8,0.143,5.0,10.5,0.476,0.439,7.3,7.8,0.935,0.3,1.3,1.5,4.8,0.8,0.0,3.0,3.3,18.0,1.6,11.3
64,1998-1999,Sam Cassell,PG,29,27-30,MIL,4,0,24.8,4.5,11.0,0.409,0.3,0.8,0.333,4.3,10.3,0.415,0.42,4.5,4.8,0.947,1.0,1.3,2.3,4.3,1.5,0.0,2.0,2.3,13.8,2.15,10.8
65,1998-1999,Kelvin Cato,C,24,23-26,POR,43,0,12.7,1.3,3.0,0.45,0.0,0.0,1.0,1.3,3.0,0.445,0.453,0.8,1.6,0.507,1.1,2.3,3.5,0.4,0.5,1.3,0.6,2.3,3.5,0.67,3.8
66,1998-1999,Duane Causwell,C,30,27-30,MIA,19,1,7.2,1.1,1.8,0.571,0.0,0.0,0.0,1.1,1.8,0.571,0.571,0.2,0.6,0.333,0.7,1.1,1.8,0.1,0.0,0.6,0.9,1.7,2.3,0.11,1.1
67,1998-1999,Cedric Ceballos,SF,29,27-30,DAL,13,5,27.1,4.5,10.8,0.421,0.8,2.2,0.393,3.7,8.6,0.429,0.461,2.6,3.8,0.694,1.8,4.8,6.5,0.9,0.5,0.4,2.2,1.8,12.5,0.41,9.3
68,1998-1999,Rex Chapman,SG,31,31-34,PHO,38,35,31.1,4.3,12.1,0.359,1.4,4.0,0.351,2.9,8.1,0.364,0.417,2.0,2.4,0.835,0.3,2.4,2.7,2.9,0.9,0.2,1.4,1.2,12.1,2.07,8.0
69,1998-1999,Calbert Cheaney,SG,27,27-30,WAS,50,18,25.3,3.4,8.3,0.414,0.2,0.7,0.216,3.3,7.6,0.434,0.424,0.7,1.3,0.493,0.7,2.2,2.8,1.5,0.8,0.3,0.8,2.9,7.7,1.88,3.9
70,1998-1999,Pete Chilcutt,PF,30,27-30,VAN,46,0,15.2,1.4,3.7,0.366,0.6,1.5,0.382,0.8,2.3,0.356,0.442,0.3,0.4,0.824,0.6,1.9,2.5,0.7,0.5,0.3,0.6,1.1,3.6,1.17,3.5
71,1998-1999,Chris Childs,PG,31,31-34,NYK,48,0,27.0,2.4,5.6,0.427,0.8,2.0,0.383,1.6,3.6,0.451,0.494,1.3,1.6,0.821,0.4,2.4,2.8,4.0,0.9,0.0,1.8,3.3,6.8,2.22,5.9
72,1998-1999,Doug Christie,SG,28,27-30,TOR,50,50,35.4,5.0,13.0,0.388,1.0,3.2,0.304,4.1,9.8,0.415,0.425,4.1,4.9,0.841,1.2,3.0,4.1,3.7,2.3,0.5,2.4,2.2,15.2,1.54,12.4
73,1998-1999,Keon Clark,C,23,23-26,DEN,28,0,14.6,1.3,2.9,0.45,0.0,0.0,0.0,1.3,2.8,0.456,0.45,0.8,1.3,0.568,1.3,2.1,3.4,0.4,0.4,1.1,0.8,1.9,3.3,0.5,3.8
74,1998-1999,Keith Closs,C,22,18-22,LAC,15,0,5.8,0.8,1.5,0.522,0.0,0.1,0.0,0.8,1.5,0.545,0.522,0.5,0.7,0.8,0.3,1.3,1.7,0.0,0.2,0.6,0.4,0.9,2.1,0.0,2.4
75,1998-1999,John Coker,C,27,27-30,WAS,14,0,7.0,0.9,2.2,0.419,0.0,0.0,0.0,0.9,2.2,0.419,0.419,0.4,0.4,0.833,0.5,1.1,1.6,0.0,0.1,0.1,0.1,1.2,2.2,0.0,1.4
76,1998-1999,Derrick Coleman,PF,31,31-34,CHH,37,29,31.8,4.5,11.0,0.414,0.2,0.9,0.212,4.4,10.1,0.432,0.422,3.9,5.1,0.753,2.1,6.8,8.9,2.1,0.6,1.1,2.4,2.6,13.1,0.88,13.1
77,1998-1999,Bimbo Coles,PG,30,27-30,GSW,48,32,26.5,3.8,8.6,0.442,0.1,0.5,0.24,3.7,8.1,0.455,0.449,1.7,2.1,0.822,0.4,2.0,2.4,4.6,0.9,0.2,1.7,2.4,9.5,2.71,8.3
78,1998-1999,Marty Conlon,C,31,31-34,MIA,7,0,5.0,0.4,1.9,0.231,0.0,0.0,0.0,0.4,1.9,0.231,0.231,0.3,0.3,1.0,0.1,0.6,0.7,0.1,0.0,0.1,0.4,0.9,1.1,0.25,-0.8
79,1998-1999,Tyrone Corbin,SF,36,35-38,ATL,47,6,22.7,2.8,7.1,0.391,0.8,2.5,0.319,2.0,4.6,0.431,0.448,1.1,1.7,0.65,0.8,2.3,3.1,0.9,0.7,0.1,0.9,1.6,7.5,1.0,4.9
80,1998-1999,James Cotton,SG,23,23-26,SEA,10,0,5.9,0.6,1.8,0.333,0.0,0.3,0.0,0.6,1.5,0.4,0.333,1.3,1.8,0.722,0.2,0.8,1.0,0.0,0.3,0.0,0.3,0.6,2.5,0.0,1.2
81,1998-1999,Chris Crawford,PF,23,23-26,ATL,42,30,18.7,2.6,6.1,0.431,0.3,0.8,0.333,2.4,5.3,0.446,0.453,1.4,1.7,0.814,0.9,1.3,2.1,0.6,0.2,0.3,1.1,2.5,6.9,0.55,2.7
82,1998-1999,Austin Croshere,PF,23,23-26,IND,27,0,9.2,1.2,2.8,0.427,0.3,1.1,0.276,0.9,1.7,0.522,0.48,0.7,0.9,0.87,0.6,1.1,1.7,0.4,0.3,0.3,0.9,1.2,3.4,0.44,2.2
83,1998-1999,John Crotty,PG,29,27-30,TOT,27,0,14.1,1.9,4.6,0.411,0.5,1.3,0.389,1.4,3.3,0.42,0.468,1.6,1.9,0.86,0.3,0.9,1.1,2.3,0.4,0.0,1.2,1.1,5.9,1.92,4.4
83,1998-1999,John Crotty,PG,29,27-30,POR,3,0,6.3,1.3,2.7,0.5,0.3,0.3,1.0,1.0,2.3,0.429,0.563,1.0,1.0,1.0,0.0,0.3,0.3,1.7,0.7,0.0,0.0,0.3,4.0,0.0,5.0
83,1998-1999,John Crotty,PG,29,27-30,SEA,24,0,15.1,2.0,4.8,0.405,0.5,1.5,0.371,1.4,3.4,0.42,0.461,1.7,2.0,0.851,0.3,0.9,1.3,2.4,0.4,0.0,1.4,1.3,6.1,1.71,4.4
84,1998-1999,Terry Cummings,PF,37,35-38,GSW,50,0,20.2,3.7,8.5,0.439,0.0,0.0,1.0,3.7,8.5,0.437,0.44,1.6,2.3,0.711,1.9,3.2,5.1,1.2,0.9,0.2,1.2,3.4,9.1,1.0,6.4
